         585   2.71430297E-04   3.75858394E-06
         586   2.47534917E-04   3.42770113E-06
         587   2.26374861E-04   3.13469377E-06
         588   2.06966957E-04   2.86594923E-06
         589   1.89171376E-04   2.61952960E-06
         590   1.73397682E-04   2.40110762E-06
         591   1.58403098E-04   2.19347407E-06
         592   1.44665741E-04   2.00324871E-06
         593   1.32499277E-04   1.83477653E-06
         594   1.21325123E-04   1.68004465E-06
         595   1.10714485E-04   1.53311555E-06
         596   1.01324877E-04   1.40309430E-06
         597   9.27079600E-05   1.28377292E-06
         598   8.48022537E-05   1.17429977E-06
         599   7.75509689E-05   1.07388837E-06
         600   7.09016094E-05   9.81811922E-07
